ticker,cur_mkt_cap,sales_rev_turn,is_comp_sales,is_cogs_to_fe_and_pp_and_g,gross_profit,is_tot_oper_exp,is_oper_inc,is_comparable_ebit,is_non_operating_inc_loss_gaap,cf_depr_amort,ebitda,is_comparable_ebitda,is_int_expense,is_int_inc,is_other_nonop_inc_loss_gaap,is_comp_ptp_ex_stk_based_comp,is_inc_tax_exp,earn_for_common,is_comp_net_income_gaap,cash_and_marketable_securities,preferred_equity_and_minority_int,short_and_long_term_debt,cf_cash_from_oper,capital_expend,cf_free_cash_flow,bs_cur_asset_report,bs_tot_asset,bs_cur_liab,bs_tot_liab2,total_equity,cf_cash_from_inv_act,cf_cash_from_fnc_act,estimate_comparable_fcf,bs_cash_near_cash_item,cb_cf_net_cash_investing_act,cb_cf_net_cash_investing_act,bs_pfd_eqy,minority_noncontrolling_interest,bs_tot_cap
PGR UN Equity,75649.51555,48608.6,48633.2,,,47532.3,1332.7,,,343.4,,,232,,0,1071.4,243.3,830.5,857.4,350.9,493.9,6387.4,6371.3,-300.2,6071.1,,75524.2,,60806.5,14776.2,-6505.8,214.3,6071.1,350.9,-6505.8,-6505.8,493.9,0,21163.6
PH UN Equity,38492.18457,16331.574,16331.574,11468.826,4862.748,,2807.593,2944.537,1261.767,580.223,3387.816,3745.593,313.696,,948.071,2441.448,293.066,1252.302,1534.505,521.811,10.883,13963.977,2474.729,-265.396,2209.333,7167.827,29954.907,5498.708,21181.503,8773.404,-8304.308,5638.304,2209.333,502.307,-8304.308,-8304.308,0,10.883,22737.381
PHM UN Equity,8841.683801,15416.175,15416.175,10884.675,4531.5,,3156.89,,25.23,68.864,3242.854,,46.274,1.46,-5.615,3131.66,733.31,2384.836,2398.35,231.301,0,2469.223,151.871,-109.232,42.639,12101.472,14211.844,3345.484,6047.841,8164.003,-192.354,-1292.77,42.639,231.301,-192.354,-192.354,0,0,10633.226
PKG UN Equity,11315.1161,8542.7,8542.7,6392.4,2150.3,,1488.3,1499.3,119.5,444.4,1932.7,1939.7,135.3,0,-15.8,1434.1,334.1,1026.7,1030.2,793.5,0,2780.1,1465.6,-816,649.6,2907.5,8344.4,963.4,4373.2,3971.2,-1011.3,-1508.5,649.6,648.7,-1011.3,-1011.3,0,0,6751.3
PKI UN Equity,16007.72054,4565.139,4886.039,2063.577,2501.562,,926.627,1494.18,90.734,502.987,1429.614,1748.29,109.168,2.943,-15.491,1190.133,230.943,620.705,604.869,453.814,0,4544.658,876.245,-98.109,778.136,3116.48,13823.764,1485.731,6758.564,14369.137,-167.118,-781.876,778.136,400.741,-167.118,-167.118,0,0,18913.795
PLD UN Equity,101396.8032,5499.333,5499.313,,,,2154.825,2384.349,-2238.996,1597.235,3752.06,5210.981,251.138,0,-2075.684,2867.783,157.636,4020.166,4020.166,636.282,4377.169,18139.299,3564.879,-3647.345,-82.466,,60945.529,,21339.208,39606.321,-4304.956,791.288,-82.466,636.282,,,63.948,4313.221,57745.62
PM UN Equity,142308.5763,31714,31714,10998,20716,,12269,12887,613,1177,13510,13571,,,49,11656,2428,8719,8744,5368,1734,27221,11742,-1019,10723,19035,40717,20772,48120,-7403,-491,-10677,10723,5368,-491,-491,0,1734,19818
PNC UN Equity,64127.72625,21608,20506,,,,7269,,,1145,,,,10928,0,7255,1384,5562,5548,46826,7279,54633,8531,0,8531,,559477,,512754,46723,-19730,8904,8531,6548,-19730,-19730,7244,35,101356
PNR UN Equity,6882.611156,4107.5,4107.5,2739.5,1368,,634.4,736.7,33.5,91.1,725.5,827,,,-1.7,627.2,65.4,534.6,535.5,118.8,0,2531,343.6,-84.8,258.8,1562.5,6508.6,1100.5,3869.4,2639.2,-1920.2,1522.2,261.7,118.8,-1920.2,-1920.2,0,0,5170.2
PNW UN Equity,7758.023685,4113.928,4113.928,1431.064,2682.864,3368.751,745.177,745.177,113.185,799.758,1555.714,1106.456,246.576,6.607,-84.63,631.992,79.59,535.178,539.484,7.032,117.55,8609.844,1231.415,-1749.367,-517.952,2016.557,22844.598,2060.904,16482.485,6362.113,-1646.512,396.441,-517.952,7.032,-1646.512,-1646.512,0,117.55,14971.957
POOL UW Equity,11973.30941,6119.364,6119.364,4179.308,1940.056,,1046.379,1046.379,27.205,37.63,1084.009,1096.526,,,0,1019.174,235.259,784.208,784.208,49.079,0,1772.512,261.895,-41.4,220.495,2199.479,3688.055,737.26,2497.177,1190.878,-842.018,545.727,220.495,49.079,-842.018,-842.018,0,0,2963.39
PPG UN Equity,27460.59985,17657,17657,11165,6492,,1595,1771,251,570,2165,2333,144,41,148,1824,256,1074,1057,1089,110,7601,832,-519,313,7490,20868,4926,14724,6660,-374,-645,313,1029,-374,-374,0,110,14261
PPL UN Equity,19932.13572,7097,7097,2208,4889,5751,1346,1726,443,1183,2529,2738,469,5,2,1276,195,700,700,303,3,13751,1810,-2028,-218,2720,37378,3315,23494,13884,-5700,-567,-218,303,-5700,-5700,0,3,27635
PRU UN Equity,38043.83899,61831,60838,,,59938,1861,,,179,,,1339,,197,5049,-36,309,328,20104,678,28888,9113,0,9113,,677756,,660576,17180,-10201,4088,9113,20104,-10201,-10201,0,678,46068
PSA UN Equity,50292.29538,4017.937,4017.937,,,,2017.276,1951.556,-2556.083,866.897,2884.173,2784.577,129.972,0,-2435.215,,0,4337.724,4393.545,883.787,4443.585,6740.451,3109.625,-3482.147,-372.522,,17450.92,,7330.163,10120.757,-819.944,-2362.353,-372.522,883.787,-3924.92,-3924.92,4350,93.585,16861.208
PSX UN Equity,50471.88022,,,,,,,,,,,12405,,,,9935,2969,10408,10413,,2471,15516,7819,,,14697,55594,12801,33957,,,,,3700,,,0,2471,
PTC UW Equity,14698.56768,1933.347,1933.347,385.98,1547.367,1100.005,447.362,732.192,50.264,87.694,535.056,819.886,,,50.264,680.566,84.017,313.081,313.081,272.182,0,1540.203,435.326,-19.496,415.83,908.738,4687.268,520.333,2391.234,2296.034,-229.466,-260.019,415.83,272.182,,,0,0,3836.237
PWR UN Equity,21193.6701,16580.823,16580.823,14121.25,2459.573,,708.377,849.779,129.218,678.26,1482.341,1625.766,112.989,0.823,99.994,643.597,135.36,433.414,433.414,215.395,5.515,4161.629,797.136,-490.325,306.811,5347.823,13296.646,3346.221,8095.078,5201.568,-2958.646,680.752,364.499,215.395,-2958.646,-2958.646,0,5.515,9363.197
PXD UN Equity,61502.43349,23284,16288,13772,9512,,9174,9264,100,2547,11721,11811,140,15,-25,9052,1947,7110,7125,1688,0,5588,10974,-3930,7044,4283,35746,4170,12797,22949,-745,-9534,7044,1316,-745,-745,0,0,28537
PYPL UW Equity,92285.24143,27053,27053,,,23410,3643,5684,681,1317,5121,6768,274,104,511,5692,663,2299,2299,10849,0,10959,6419,-761,5658,55105,76435,43228,56171,20264,-6415,-3249,5658,6659,-6415,-6415,0,0,31223
QCOM UW Equity,125148.4393,44200,44169,18635,25565,28340,15860,17067,862,1762,17829,18829,490,0,-7,16598,2012,12936,12936,6382,0,16159,9096,-2262,6834,20724,49014,11866,31001,18013,-5804,-7309,6834,2773,-5804,-5804,0,0,34172
QRVO UW Equity,8907.065048,4473.53,4473.53,2440.921,2032.609,1698.4,930.028,1371.07,72.928,352.609,1282.637,,66.876,0,6.052,1081.641,171.063,686.037,686.037,911.57,0,2047.398,1003.269,-191.36,811.909,2521.284,7374.732,764.127,3052.592,4322.14,-412.641,-832.136,582.3,911.57,-412.641,-412.641,0,0,6369.538
RCL UN Equity,13751.75863,7218.795,7218.795,1051.536,6167.259,,-1811.172,-1390.9061,1232.886,1379.46,-294.647,-366.176,1216.319,25.221,26.911,-691.159,0,-3012.724,-3012.724,1566.213,0,23942.52,-299.787,-3118.708,-3418.495,2837.046,33464.19,9793.994,30258.766,3205.424,-3455.456,2032.13,-3418.495,1566.213,-3455.456,-3455.456,0,0,27147.944
RE UN Equity,12819.89005,11924.321,12095.634,,,11404.287,616.874,,,,,,96.84,,0,306355.973,-12.054,532.088,532.088,1679,0,3084,3722.801,0,3722.801,,38144,,30495,7649,-3963.249,850.868,3722.801,1679,-3963.249,-3963.249,0,0,10733
REG UW Equity,10839.13708,1206.429,1210.717,,,,470.146,,,313.858,820.365,857.744,146.227,,,,0,455.461,455.502,,72.561,3934.732,,,,,10792.563,,4682.631,,,,,154.984,,,0,72.561,
REGN UW Equity,82019.495,13710.2,13710.2,2002.4,11707.8,7478.4,6231.8,6748,194.3,315.8,6547.6,,56.1,0,138.2,7214.9,667.2,5370.3,5370.3,12990.3,0,2701.1,5667.5,-592.8,5074.7,15428.6,27677.8,2879.2,6239,21438.8,-3939.6,-1668,5074.7,3491.3,-3939.6,-3939.6,0,0,24139.9
RF UN Equity,21361.42712,7124,6870,,,,2619,,,362,,,,3973,0,2989,547,1974,1924,15666,1659,2274,2587,-99,2488,,157798,,142625,15173,-13585,-843,2488,2117,-13585,-13585,1659,0,17447
RHI UN Equity,8172.109698,7281.033,7281.033,4161.913,3119.12,,912.717,913.134,-3.282,48.21,1049.827,949.12,,,0,915.999,237.789,678.21,678.21,593.348,0,232.01,626.347,-60.451,565.896,2249.85,2910.585,1234.249,1419.668,1490.917,-110.011,-556.707,565.896,593.348,-110.011,-110.011,0,0,1722.927
RJF UN Equity,26573.4542,11308,11003,,,8981,2022,,,,,,,1508,0,2169,513,1505,1509,,,,,,,,82882,,,,,,,,,,,,
RL UN Equity,6430.200747,6332.8,6332.8,2152,4180.8,3427.8,753,775.1,46.2,227.3,980.3,732.4,52.5,7.3,1,728.9,148,558.8,558.8,1776.9,0,2460.1,513.6,-178.1,335.5,3577.5,6951.1,1745.4,4587,2364.1,-152.9,-1501.6,335.5,1456.8,-152.9,-152.9,0,0,4824.2
RMD UN Equity,31221.52507,3624.405,3624.405,1565.574,2058.831,1044.72,1014.111,1363.708,50.624,156.78,1170.891,1247.625,24.086,0,11.272,963.487,177.185,786.302,786.302,207.163,0,930.632,461.466,-136.551,324.915,2033.697,5177.56,692.659,1744.673,3432.887,-246.85,-283.602,324.915,207.163,-246.85,-246.85,0,0,4363.519
ROK UN Equity,29339.81043,7760.4,7760.4,4658.4,3102,,1335.3,1542.6,261.7,238.9,1574.2,1781.5,123.2,0,138.5,1215.2,154.5,932.2,932.2,490.7,291.1,4099.7,823.1,-141.1,682,3281.6,10758.7,1996.4,7742,3016.7,-7.8,-986.8,682,490.7,-7.8,-7.8,0,291.1,7116.4
ROL UN Equity,20698.61588,2634.776,2634.776,1278.045,1356.731,2175.076,459.7,466.951,-5.461,97.14,652.615,564.091,,,-7.251,465.161,119.458,345.703,345.703,121.876,0,399.054,445.431,-30.084,415.347,398.956,2112.483,509.769,915.932,1196.551,-233.447,-207.763,415.347,121.876,-233.447,-233.447,0,0,1595.605
ROP UN Equity,44267.18825,5700,5700.3,1798.6,3901.4,,1497.8,1595,194.1,623.5,2121.3,2223,194.5,0,-0.4,1303.7,314.3,2904.1,2566.200288,1894.5,0,6659.5,1242.4,-69.7,1172.7,3991.4,24397.2,2840.4,10539.4,13857.8,2257.1,-1957.5,1485,1894.5,2257.1,2257.1,0,0,20517.3
ROST UW Equity,31770.1293,18511.299,18511.299,13695.621,4815.678,16578.743,1997.491,1979.663,64.935,375.751,2373.242,2373.242,83.864,18.929,0,1932.556,457.742,1474.814,1474.814,3903.67,0,5627.429,337.189,-546.749,-209.56,6985.071,13179.922,3644.981,9052.971,4126.951,-546.749,-1455.682,-209.56,3903.67,-546.749,-546.749,0,0,9754.38
RSG UN Equity,41652.0826,12933.1,12933.1,7829,5104.1,,2316.1,2398.5,581.1,1388.5,3704.6,3794.5,362.4,2.6,7.6,1824.8,281.3,1453.9,1453.9,81.4,0.6,11941.7,3032.3,-1336.9,1695.4,2199.4,28401,3163.8,18910.5,9490.5,-4381.4,1374,1824.1,81.4,-4381.4,-4381.4,0,0.6,21432.2
RTX UN Equity,141331.642,66025,66025,52496,13529,60992,5233,7627,-11,4204,9437,11013,1332,66,-1277,8170,614,4461,4554,5381,1581,34986,5657,-2387,3270,41821,158225,38373,86457,71768,-3116,-4608,3829,5381,-3116,-3116,0,1581,106754
SBAC UW Equity,30292.43214,2542.622,2542.622,636.422,1906.2,1654.502,888.12,888.12,442.756,694.436,1582.556,1717.36,402.5,8.201,48.457,509.388,39.243,407.05,407.05,201.211,40.615,14632.618,1295.632,-191.635,1103.997,529.813,9942.38,1331.745,15266.595,-5324.215,-736.749,-533.408,1103.997,201.211,-736.749,-736.749,0,40.615,9308.403
SBNY UW Equity,8858.27995,3148.678,2581.839,,,,1726.127,,,,,,,2413.207,0,1726.127,417.933,1271.694,1289.953,11469.921,0.007,2462.298,,,,,114468.746,,106778.223,7690.523,,,,11324.426,,,0.007,0,10152.821
SBUX UW Equity,106260.7147,32250.3,32250.3,23879.2,8371.1,27866.6,4617.8,4855,385.9,1529.4,6147.2,6302.9,482.9,,-97,4231.9,948.5,3281.6,3281.6,3182.9,7.9,23804.8,4397.3,-1841.3,2556,7018.7,27978.4,9151.8,36677.1,-8698.7,-2146.3,-5888.3,2556,2818.4,-2146.3,-2146.3,0,7.9,15106.1
SCHW UN Equity,151615.2556,20834,19973,,,,8813,9063,,1235,10909,9434,,10656,0,8813,2018,6263,6540,46500,10100,21300,,,,,577600,,611009,56261,,,,46500,,,10100,0,77561
SEDG UW Equity,13957.50961,2771.492,2771.492,2027.4,744.092,531.771,212.321,212.321,51.576,51.876,264.197,365.775,,,-2.084,160.745,46.841,113.904,113.904,1569.68,0,730.231,9.561,-180.201,-170.64,2451.773,3903.546,694.48,1851.419,2052.127,-466.766,608.946,-170.64,678.329,-466.766,-466.766,0,0,2782.358
SEE UN Equity,6635.44038,5767.5,5767.1,3943.2,1824.3,,1017,996.5,219.9,188.3,1229.8,1243,162.2,2.7,57.5,842.2,231.5,578.2,565.6,248.8,0,3721.8,653,-241.8,411.2,2031.2,6075.1,1877,5856.9,218.2,-155.2,-643.2,411.2,248.8,-155.2,-155.2,0,0,3940
SHW UN Equity,58317.6326,21680.5,21680.5,12709.5,8971,,2778.7,2754.5,391.6,572.2,3350.9,3036.7,367.4,3.9,0.9,2268.3,449.3,1937.8,1937.8,130.5,0,12445.2,1472.8,-1136.1,336.7,6117.2,22245.8,6096,19648,2597.8,-1300.2,-355.4,336.7,130.5,-1300.2,-1300.2,0,0,15043
SIVB UW Equity,12699.70284,6691,6202,,,,2343,,,200,,,,2744,0,2343,631,1605,1605,13968,3947,17349,2527,-177,2350,,212867,,197057,15810,-29440,21974,2350,13968,-29440,-29440,3646,301,33159
SJM UN Equity,15958.0274,8013.9,8013.9,5400.1,2613.8,,944.1,1386.7,164.4,455.9,1442,1546.7,156.9,0,9.8,1173.4,192.1,586.7,587.6,151.6,0,4811.2,959.5,-437.8,521.7,2287.7,16276.7,2177.2,8132.4,8144.3,-347,-629.7,521.7,151.6,-347,-347,0,0,12955.5
SLB UN Equity,77691.88023,26437,26475,21759,4678,,3692,3928,13,2130,5822,5921,506,40,-354,3402,659,2977,2977,3609,312,13351,4038,-1493,2545,15611,44093,11134,26582,17511,-1642,-1756,1861,2180,-1642,-1642,0,312,30862
SNA UN Equity,12145.30376,4793.5,4532.9,2370.4,2423.1,,1194.7,1063,10.6,105.2,1299.9,1157.7,46.4,7.6,-30.6,1133.6,265.6,896.5,896.5,759.3,22.3,1259.7,687.3,-77.8,609.5,3269.6,6835.5,993.5,2496,4339.5,-162.1,-501.4,609.5,759.3,-162.1,-162.1,0,22.3,5599.2
SNPS UW Equity,44249.48547,4949.669,4949.669,1015.702,3933.967,2799.014,1134.953,1661.6,32.49,294.273,1520.361,1852.364,2.403,5.905,39.435,1467.608,74.447,1032.541,1032.541,1531.158,47.616,669.06,1715.954,-129.741,1586.213,2899.028,9329.547,2545.863,3677.905,5651.642,-694.486,-1023.341,1586.213,1383.559,-694.486,-694.486,0,47.616,6320.702
SO UN Equity,69642.40214,27999,27999,10774,17225,23098,4901,,1009,4113,9167,9838,1946,,-724,,608,3396,3396,2009,4479,56650,6105,-8203,-2098,10363,134005,12801,98287,35718,-7455,1262,-2098,2009,-7455,-7455,242,4237,92368
SPG UN Equity,37887.4044,5217.688,5217.688,,,,2490.881,2490.881,157.514,1296.546,3819.761,3720.935,753.857,0,58.699,,80,1965.652,2118.95,601.52,1054.883,25140.567,3719.393,-573.845,3145.548,,32795.363,,28758.802,4036.561,-417.99,-3138.306,3145.548,601.52,,,39.847,1015.036,29177.128
SPGI UN Equity,104141.968,10331,10331,3346,6985,7124,5131,5144,160,779,6044,6543,243,0,-83,4960,1206,3490,3490,1387,3232,11496,2430,-63,2367,4178,61813,5048,21414,40399,3611,-10559,1989,1387,3611,3611,0,3232,51895
SRE UN Equity,47709.51745,14828,14828,4412,10416,11961,2867,2411,1138,1979,4846,5302,1218,77,-3,1792,579,2260,2260,685,3047,26585,2316,-4949,-2633,4465,75563,7836,46274,29289,-5235,2798,-2633,685,-5235,-5235,909,2239,55874
STE UN Equity,16322.38878,4773.133,4772.162,2665.255,2107.878,1538.189,569.689,1119.305,91.258,608.346,1178.035,,90.454,4.849,5.653,,102.904,376.957,,316.327,11.58,3183.221,670.311,-347.1,323.211,1847.947,11188.006,908.323,4768.878,6419.128,-172.444,-865.134,474.843,316.327,-172.444,-172.444,0,11.58,9602.349
STT UN Equity,27964.50827,12618,12046,,,,3168,,,241,,,,1384,0,3168,430,2626,2682,103255,2000,18358,9145,-785,8360,,303568,,277920,25648,6217,-17220,8360,2748,6217,6217,2000,0,44006
STX UW Equity,10958.59797,10581,10581,7586,2995,9105,1476,1656,303,482,1958,2350,261,3,45,,21,1152,,761,0,6249,1406,-397,1009,3740,8611,3138,8962,-351,-365,-1271,1009,761,-365,-365,0,0,5898
STZ UN Equity,46475.63559,9441.4,9441.9,4502.2,4939.2,,3146.9,3157.9,2552.5,363.6,3510.5,3611.5,356.7,0,23.3,2642.6,449.4,104.5,1844.4,165.1,321.9,10950.2,2833.8,-1108.4,1725.4,3530.2,24280.9,2511.9,14570,9710.9,-1144.7,-1627.4,1725.4,165.1,-1144.7,-1144.7,0,321.9,20661.1
SWK UN Equity,11307.19075,17028.9,17028.9,12345.8,4683.1,,594.7,1539.9,243.7,571.6,1204.7,2045.1,268.4,24.7,0,822.8,-208.4,1437.1,583.1,408.7,752.1,8332.4,-1738.7,-596.5,-2335.2,8804.6,25523.9,7607,15975.2,9548.7,1474,391.5,-2335.2,408.7,1474,1474,750,2.1,17881.1
SWKS UW Equity,14236.33801,5485.5,5485.5,2881.2,2604.3,1077.3,1527,2045,50.4,690.1,2217.1,2735.1,47.9,,2.5,1476.6,201.4,1275.2,1275.2,,0,2189.1,1424.6,-489.4,935.2,2892.9,8911.8,1253.7,3442.8,,-378.9,-1362.6,935.2,586.8,-378.9,-378.9,0,0,
SYF UN Equity,16264.54486,17008,11267,,,,4268,,,423,10388,,,16347,0,4268,1016,3199,3220,11962,750,14321,6851,0,6851,,100766,,87754,13012,-9140,6549,6851,11962,-9140,-9140,750,0,27333
SYK UN Equity,79727.61467,17948,17948,6561,11387,8541,2846,4283,167,983,3966,5470,,,167,3420,222,2457,2457,1497,0,13224,2621,-606,2015,9318,35983,4571,19520,16463,-3076,-66,2015,1420,-3076,-3076,0,0,29687
SYY UN Equity,42350.56199,71306.43,71306.43,58468.759,12837.671,10395.985,2441.686,2718.176,606.731,775.339,3217.025,3343.4,619.579,0,-12.848,1866.076,388.632,1446.323,1446.334,437.67,31.208,11542.048,1839.08,-715.043,1124.037,10767.267,22210.943,8959.264,21064.394,1146.549,-1264.436,-2183.439,1165.002,437.67,-1264.436,-1264.436,0,31.208,12688.597
T UN Equity,132170.2155,138749,138791,61894,76855,116832,21917,25816,-4650,19099,45189,43983,6307,,-9113,26323.96,4916,19836,20155.13,2423,17572,155960,32964,-19574,13390,32295,426463,52257,286485,139978,-26738,-25137,12586,2423,-26738,-26738,0,17572,295938
TAP UN Equity,11330.6866,10690.7,10690.7,7101.9,3588.8,,834,1226.3,222.9,697.5,1531.5,1937.7,,,-27.5,885.7,125.4,495.2,495.2,525.2,226.2,6717.8,1423.3,-689.9,733.4,2749.4,26708.5,3591.2,13312,13396.5,-661.7,-852.7,1957.5,525.2,-661.7,-661.7,0,226.2,20114.3
TDG UN Equity,32022.31042,5198,5198,2260,2938,,2109,2168,1057,253,2386,2530,,,-3,1078,242,763,809,3808,8,20048,985,-111,874,6308,18819,1344,21787,-2968,-542,-1143,874,3808,-542,-542,0,8,17080
TDY UN Equity,19151.05972,5416.1,5416.1,3156.6,2259.5,4522.8,893.3,1093.5,65,384.4,1323.3,1303.4,,,-25.3,828.3,104.4,724,724,479.3,3.1,4053.2,544.7,-93.8,450.9,2519.4,13826.4,1418.5,6134.8,7691.6,-97.8,-519.4,748.6,479.3,-97.8,-97.8,0,3.1,11744.8
TECH UW Equity,12217.33088,1117.536,1117.536,352.441,765.095,475.41,289.685,356.154,-48.035,102.976,407.161,518.118,11.69,1.034,-58.691,349.898,53.867,291.998,291.991,203.075,0,341.532,332.919,-48.394,284.525,552.031,2350.721,137.629,599.567,1751.154,-109.419,-254.564,284.525,165.257,-109.419,-109.419,0,0,2092.686
TEL UN Equity,37431.80054,16281,16281,11037,5244,,2756,2966,23,785,3541,3654,66,15,-28,2733,306,2428,2427,1088,95,4206,2468,-768,1700,7268,20782,4632,9885,10897,-878,-1705,1783,1088,-878,-878,0,95,15103
TER UW Equity,13462.00375,3308.256,3308.49,1334.506,1973.75,1043.962,929.788,973.9,21.46,112.907,1042.695,1033.169,5.17,3.533,19.823,943.898,134.844,773.484,773.497,887.095,0,133.742,725.804,-157.982,567.822,2127.554,3319.906,701.941,1065.781,2254.125,9.724,-1104.236,567.822,710.746,9.724,9.724,0,0,2387.867
TFC UN Equity,58948.22658,23625,22509,,,,7619,,,,,,,12759,0,8067,1432,5841,5851,24793,6696,56859,10455,,,,548438,,487627,60811,,,,5031,,,6673,23,117670
TFX UN Equity,9446.018109,2794.959,2794.959,1266.206,1528.753,,526.204,834.855,46.424,229.664,755.868,1064.459,47.223,0.799,0,651.977,67.514,412.629,412.656,397.259,0,1807.485,445.411,-73.167,372.244,1459.382,6758.087,610.943,2862.926,3895.161,-68.197,-461.122,372.244,397.259,-68.197,-68.197,0,0,5702.646
TGT UN Equity,74295.59289,107855,106389,79570,28285,,5772,5792,378,2671,8790,8489,433,0,-55,5405,1170,4224,4224,1117,0,17925,5156,-4729,427,18453,52470,22445,41878,10592,-4700,-6707,427,1117,-4700,-4700,0,0,28517
TJX UN Equity,82725.02347,49635.74,49635.74,35724.81,13910.93,,4631.314,4631.314,71.519,875.174,5506.488,5517.314,86.155,14.636,0,4559.795,1199.778,3360.017,3360.017,3531.212,0,12634.299,2116.843,-1293.345,823.498,11834.765,27090.606,10147.119,21693.957,5396.649,-1307.008,-4384.639,823.498,3531.212,-1307.008,-1307.008,0,0,18030.948
TMO UN Equity,194321.1331,44167,44167,24402,19765,35097,9070,11586,1151,3216,12286,13856,618,133,665,9108,732,7032,7037,2919,178,29160,8124,-2524,5600,19299,90536,11118,46809,43727,-20326,3088,5860,2919,-20326,-20326,0,178,72887
TMUS UW Equity,186399.1815,80083,80083,37987,42096,75224,4859,9427,3411,14261,24351,27295,3376,13,48,2871,-87,1535,1535,6888,0,114164,20091,-13516,6575,21427,213499,26362,143349,70150,-16764,-481,8233,6888,-12118,-12118,0,0,184314
TPR UN Equity,7772.216528,6684.5,6684.5,2034.1,4650.4,,1175.8,1218.6,128.8,195.3,1683.3,1413.9,,,70.1,1047,190.7,856.3,856.3,953.2,0,3264.9,853.2,-93.9,759.3,2573.8,7265.3,1468.8,4979.8,2285.5,-253.6,-1817.5,759.3,789.8,-253.6,-253.6,0,0,5550.4
TRGP UN Equity,16262.80697,21816.6,21816.6,19113.3,2703.3,,1086.2,1645.5,86.6,995.6,2081.8,2631.4,,,-371.8,1129.2,113.3,243.5,489,192.9,3546.9,11257.5,2347.4,-1210.5,1136.9,2497.3,19389.9,3393.7,14658.5,4731.4,-3821.2,1438.1,1168.4,192.9,-3821.2,-3821.2,1200,2346.9,15988.9
TRMB UW Equity,13601.35208,3745.8,3745.8,1631.8,2114,1572,542,858.2,-54.1,171.9,713.9,931.8,62.9,0,-87.3,770.5,116.7,479.4,479.4,308.7,0,1692.1,440.4,-51.3,389.1,1435.3,7077.7,1445,3232.9,3844.8,-406.7,-238.2,389.1,308.7,-406.7,-406.7,0,0,5536.9
TROW UW Equity,24333.08324,6925.9,6925.9,,,3942.8,2983.1,2913.2,,219.7,3202.8,3088,,0,511.1,2774.9,578.4,1984,1984,2366.3,787.8,320,2855.9,-237.6,2618.3,,11993.2,,2297.9,9695.3,-1225.2,-2696.4,2618.3,2366.3,-1225.2,-1225.2,0,787.8,10015.3
TRV UN Equity,43305.07757,36259,35464,,,32242,4368,,,6229,,,351,,0,4170,661,3331,3356,773,0,7291,6817,0,6817,,114317,,94411,19906,-3828,-3034,6817,773,-3828,-3828,0,0,27197
TSCO UW Equity,22893.50753,13517.626,13517.626,8788.469,4729.157,,1368.787,1334.251,26.934,323.669,1692.456,1657.92,26.934,0,0,1305.773,302.673,1039.18,953.735,211.241,0,4058.746,893.213,-697.239,195.974,3109.805,7911.728,2095.2,5970.583,1941.145,-697.061,-1096.622,195.974,211.241,-697.061,-697.061,0,0,5999.891
TSLA UW Equity,604930.6598,74863,74863,54940,19923,7555,12368,12368,-3,3606,15974,17872,229,165,-67,12789,1148,11190,11190,21107,1273,5874,16031,-7110,8921,35990,74426,24611,33302,41124,-7758,-4818,8921,19532,-7758,-7758,0,1273,46998
TSN UN Equity,24309.00947,52356,52356,44519,7837,,5553,4743,235,1200,6753,5978,385,12,-138,4561,1248,4055,4060,1056,134,9180,3074,-1673,1401,9303,36245,4682,16756,19489,-484,-3342,1401,1056,-484,-484,0,134,28669
TT UN Equity,39198.30108,15487.1,15487.1,10700.4,4786.7,,2274,2267.9,229.8,416.8,2690.8,2581.5,223.7,6.2,-2.6,2046.9,367.9,1635.2,1676.3,1080.2,10.1,4837.4,1170.8,-304.2,866.6,6299.1,17739.8,5545.5,11871.4,5868.4,-662.7,-2166.7,1240.3,1080.2,-662.7,-662.7,0,10.1,10705.8
TTWO UW Equity,15654.16787,4329.156,4219.302,1898.604,2430.552,2437.482,-6.93,149.182,126.49,680.649,673.719,536.329,,,126.49,101.485,-27.889,-105.531,-105.531,1304.4,0,3671,129.705,-146.85,-17.145,3251.1,17492.9,3467,8059.4,9433.5,-2267.291,2080.311,351.726,956.4,-2267.291,-2267.291,0,0,13104.5
TXN UW Equity,152254.2254,20190,20190,6156,14034,,10467,10417,139,929,11396,11306,203,0,-64,10278,1403,8886,8925,9090,0,7937,9035,-3112,5923,13772,26057,2798,11550,14507,-4785,-6744,5923,3169,-4785,-4785,0,0,22444
TXT UN Equity,14419.84551,12555,12555,10468,2087,,985,1216,-21,393,1446,1606,125,0,-146,1006,163,842,842,1884,-3402,3930,1386,-363,1023,7480,15956,3627,9194,6762,-438,-1246,1023,1884,-438,-438,0,0,10692
TYL UN Equity,12278.77333,1831.521,1832.16,1053.832,777.689,,221.59,441.701,24.257,154.71,387.55,475.456,,,-1.006,308.077,9.388,187.945,187.945,225.287,0,1136.532,374.608,-62.874,311.734,860.15,4675.373,812.248,2128.075,2547.298,-131.901,-290.908,311.734,185.927,-131.901,-131.901,0,0,3683.83
UAL UW Equity,13817.36383,40747,40747,,,40195,552,723,1537,2451,3131,3186,1632,148,53,-676,-233,-752,-752,18695,0,36978,4639,-2816,1823,22689,68968,21989,64070,4898,-9790,-3047,1819,11258,-9790,-9790,0,0,41876
