indx_members,cur_mkt_cap,cash_and_marketable_securities,preferred_equity_and_minority_int,short_and_long_term_debt,sales_rev_turn,gross_profit,ebitda,earn_for_common,cf_cash_from_oper,capital_expend,cf_free_cash_flow,is_oper_inc,bs_cur_asset_report,bs_tot_asset,bs_cur_liab,bs_tot_liab2,total_equity,cf_cash_from_inv_act,cf_cash_from_fnc_act,is_comp_sales,headline_fcf,bs_cash_near_cash_item,is_cogs_to_fe_and_pp_and_g,is_tot_oper_exp,is_comparable_ebit,is_non_operating_inc_loss_gaap,cf_depr_amort,is_comparable_ebitda,is_int_expense,is_int_inc,is_other_nonop_inc_loss_gaap,is_comp_ptp_ex_stk_based_comp,is_inc_tax_exp,is_comp_net_income_gaap,cb_cf_net_cash_investing_act,cb_cf_net_cash_financing_act
MDLZ UW,90458.56705,2177,29,22187,30459,11070,4999,3137,3937,-1140,2797,3904,9910,68036,14321,41366,26670,-3542,-1608,30459,2797,2177,19389,#VALUE!,4795,305,1095,5819,332,0,-27,4501,833,3137,-3542,-1395
MDT UN,103578.6734,11430,177,24984,30808,20707,#VALUE!,4321,#VALUE!,#VALUE!,#VALUE!,#VALUE!,23059,90981,12394,38260,52181,#VALUE!,#VALUE!,30808,#VALUE!,4828,10101,#VALUE!,8368,#VALUE!,2699,9894,562,#VALUE!,#VALUE!,7667,1287,4321,#VALUE!,#VALUE!
MET UN,60344.0661,22200,4159,18590,73671,#VALUE!,#VALUE!,2216,16010,0,16010,3352,#VALUE!,650104,#VALUE!,624774,25330,-5285,-7584,75761,16010,22200,#VALUE!,71233,#VALUE!,#VALUE!,#VALUE!,#VALUE!,914,#VALUE!,0,5683,15,3726,-5285,-6742
META UW,294189.3173,41776,0,26481,118115,94854,45202,28832,54068,-27758,26310,35131,58315,178894,22687,54800,124094,-15610,-38011,118115,25713,14308,23261,82984,35131,-241,8324,54844,0,346,289,35372,6540,28832,-15610,-36818
MGM UN,13498.31399,5295.434,1120.047,33826.105,12592.161,6226.992,5815.092,1320.104,1819.992,-625.128,1194.864,1810.115,8783.182,47330.222,5895.504,41368.485,5961.737,1449.26,-3504.995,12592.161,1194.864,5295.434,6365.169,10654.111,1450.987,725,2357.444,3361.355,659.299,#VALUE!,27.683,1126.393,442.283,1320.104,1449.26,-3501.232
MHK UN,6414.395813,436.971,6.304,2975.251,11847.127,3126.429,1016.098,180.88,639.819,-731.025,-91.206,436.237,5854.329,13801.034,3904.747,5975.977,7825.057,-1045.081,-395.794,11847.127,279.351,326.971,8720.698,#VALUE!,1227.296,49.024,579.861,1785.165,49.506,#VALUE!,-10.142,1165.454,205.882,180.88,-1045.081,-400.25
MKC UN,23100.88786,343.9,17.4,5361.8,6385.1,2353,1070.9,693.7,705.5,-254.9,450.6,875.5,2412.8,12941,3140.4,8334.3,4606.7,-133.5,-540.7,6385.1,450.6,343.9,4032.1,#VALUE!,948.2,42.8,195.4,1150.1,138,0,-95.2,837.8,172.6,693.7,-133.5,-498.7
MKTX UW,9696.374893,351.993,0,85.983,705.458,#VALUE!,395.349,243.183,300.716,-45.15,255.566,321.784,1074.72,1559.747,457.721,541.007,1018.74,-81.777,-316.137,705.401,358.389,318.699,#VALUE!,383.674,321.784,-8.651,60.323,391.572,0.814,#VALUE!,-6.58,330.435,87.252,243.183,-79.55,-285.641
MLM UN,22537.05928,135.7,2.1,5442,6180.6,1415.8,1666.4,839.8,918.1,-410.9,507.2,1154.4,2847.3,14729.7,1419.7,7791.9,6937.8,-2740.1,-425.4,6180.6,507.2,135.7,4764.8,#VALUE!,1218.2,128.4,512,1602.3,169.2,#VALUE!,-40.8,1080.7,201,839.9,-2740.1,-425.4
MMC UN,84435.69609,802,226,13284,20835,#VALUE!,5619,3387,3405,-505,2900,4586,7574,32023,7292,22232,9791,-938,-1040,20835,2900,802,#VALUE!,16249,4647,156,695,5251,451,6,-8,4341,1007,3393,-938,777
MMM UN,70911.38485,3589,76,16516,34762,15417,9401,6575,5674,-1799,3875,7523,14895,46176,9543,32020,14156,-543,-6605,34762,3875,3404,19345,27239,7460,164,1878,9066,465,44,-257,6774,777,6575,-543,-6447
MNST UW,53927.42005,2649.829,0,37.258,6223.165,3157.833,1666.233,1211.264,816.945,-151.895,665.05,1603.25,4696.691,8204.805,1121.717,1389.045,6815.76,-668.065,-558.503,6223.165,665.05,1303.048,3065.332,#VALUE!,1603.25,5.801,55.479,#VALUE!,#VALUE!,16.1,6.501,1597.449,386.185,1211.264,-668.065,-445.982
MO UN,80961.39665,2483,0,26291,20691,14051,12051,4702,8300,-214,8086,11834,4020,33953,8097,38185,-4232,1039,-9837,20691,8086,2483,6640,#VALUE!,11834,4869,217,11888,#VALUE!,#VALUE!,-153,10016,2267,4698,1039,-9837
MOH UN,18454.4,7881,0,2392,31160,3758,1468,839,1041,-102,939,1259,10492,12793,7242,9752,3041,-1485,-237,31160,939,4242,27402,29901,1378,138,209,1511,113,#VALUE!,25,1240,282,839,-1485,-237
MOS UN,17214.72155,702.8,154.7,4352,18484.9,5936,5969.5,3724.4,3410.5,-1269.6,2140.9,5054.4,6899.7,23437.6,5130.3,11702.3,11735.3,-1308.2,-2238.5,18484.9,2140.9,702.8,12548.9,#VALUE!,5368.9,203.2,915.1,6392,171.7,28.7,157.9,4477.2,1263.8,3724.4,-1308.2,-2209.1
MPC UN,59201.23628,11135,7471,27896,172976,18682,21739,11969,15653,-2175,13478,18508,35285,89694,21314,55919,33775,2569,-16714,175467,13478,7376,154294,156959,19146,1244,3231,21328,1287,88,666,15944,3750,11996,2569,-16714
MPWR UW,17301.41328,736.047,0,4.14,1670.64,974.616,513.082,391.253,222.677,-63.598,159.079,468.464,1323.457,1931.221,290.988,400.512,1530.709,-2.079,-130.484,1670.64,159.079,316.21,696.024,506.152,618.734,2.33,41.797,618.866,#VALUE!,#VALUE!,5.302,623.087,74.881,391.253,-2.079,-120.178
MRK UN,270628.1608,11248,66,30418,58974,41571,21934,15260,19696,-4447,15249,18082,33561,107081,22998,62557,44524,-15261,-3615,58974,15249,11145,17403,#VALUE!,22551,1242,3852,#VALUE!,935,71,-898,21032,1507,15260,-15261,-2358
MRNA UW,68460.9584,8348,0,1261,21390,16940,13596,11765,6629,-428,6201,13250,14297,26056,6807,8064,17992,-5266,-3883,21390,6201,3027,4450,8140,13250,-80,346,#VALUE!,25,120,15,13330,1565,11765,-5266,-3883
MRO UN,19699.80469,1109,0,4112,7700,4710,5234,3736,5447,-1420,4027,3399,2636,17858,2431,6671,11187,-1377,-3446,7864,4027,1109,2990,4161,3080.805,-373,1835,4508.228,#VALUE!,#VALUE!,170,2126.787,36,3736,-1377,-3446
MS UN,151721.1169,359298,9828,397744,61120,#VALUE!,25884,12019,7948,-2958,4990,16179,#VALUE!,1160029,#VALUE!,1057940,102089,-27836,7721,55443,4990,111696,#VALUE!,#VALUE!,#VALUE!,#VALUE!,4028,#VALUE!,#VALUE!,9616,0,16179,3550,12123,-27836,16454
MSCI UN,40205.36354,867.112,0,4672.403,2222.232,1824.372,1326.529,849.467,1059.606,-14.402,1045.204,1179.477,1526.908,4777.527,1067.252,5854.918,-1077.391,-102.247,-1374.911,2222.232,568.135,867.112,397.86,1042.755,1179.477,155.535,116.652,1309.309,166.297,5.528,-5.234,826.111,174.475,849.467,-102.247,-1344.571
MSFT UW,1822544.18,107262,0,77136,203075,138619,101236,69789,87693,-24359,63334,84663,160812,359784,87389,186218,173566,-30193,-53781,203075,63334,22884,64456,#VALUE!,84663,-101,14038,98701,2024,#VALUE!,158,84764,14975,69789,-30193,-53483
MSI UN,44252.00191,822,14,6392,8725,4061,2084,1175,1253,-251,1002,1519,4707,11625,3768,12019,-394,-952,-1132,8725,1100,822,4664,#VALUE!,2217,149,444,2658,234,8,-76,1930,191,1176,-952,-954
MTB UN,29691.22018,27647.338,2010.6,4377.142,7387.132,#VALUE!,#VALUE!,1586.545,4317.049,-188.858,4128.191,2200.43,#VALUE!,197955.479,#VALUE!,172698.986,25256.493,16804.45,-20345.401,7207.57,4128.191,2255.81,#VALUE!,#VALUE!,#VALUE!,#VALUE!,314.757,#VALUE!,#VALUE!,4768.438,0,2203.168,516.17,1636.39,16804.45,-20345.401
MTCH UW,13043.59536,398.319,0.874,3878.398,3208.76,2250.179,948.609,108.739,546.025,-65.533,480.492,640.289,705.547,3914.549,601.736,4613.017,-698.468,-85.221,-581.494,3209.129,480.964,390.641,958.581,2568.471,1009.812,557.636,308.32,1208.417,141.919,2.1,417.817,82.653,-25.131,108.306,-85.221,-562.852
MTD UN,31861.74075,122.136,0,1978.892,3899.263,2283.035,1189.14,837.539,796.53,-126.997,669.533,1075.966,1315.902,3294.46,1164.937,3377.269,-82.809,-152.241,-705.825,3899.263,715.06,122.136,1616.228,#VALUE!,1152.92,44.412,113.174,1216.067,50.128,0,-5.716,980.681,194.015,837.539,-152.241,-694.851
MU UW,62968.80239,10978,0,7516,30758,13898,16943,8687,15181,-12067,3114,9702,21781,66283,7539,16376,49907,-11585,-3086,30758,3205,8262,16860,#VALUE!,10281,131,7116,17397,220,96,7,8814,888,8687,-11585,-2980
NCLH UN,6797.118739,1186.714,0,14643.754,3812.068,1468.88,-1166.605,-3360.15,-342.238,-1841.755,-2183.993,-1957.66,2157.384,18950.929,4662.754,18551.146,399.783,-2052.559,1646.695,3812.068,-2183.993,1186.714,2343.188,4696.412,-1830.631,1407.351,791.055,-1100.439,#VALUE!,#VALUE!,-167.061,-2557.318,-4.861,-3360.15,-2052.559,1646.695
NDAQ UW,32670.08848,430,9,5882,3560,#VALUE!,1910,1144,1596,-168,1428,1559,10851,22941,11335,17057,5884,-238,4347,3560,920,301,#VALUE!,2001,1868,92,276,2048,127,2,-47,1681,324,1144,-238,6394
NDSN UW,13304.34753,128.737,0,926.897,2505.944,1394.503,777.078,482.314,510.162,-49.603,460.559,676.186,1115.606,3823.824,827.282,1624.779,2199.045,-220.743,-334.917,2505.944,460.559,128.737,1111.441,1561.661,677.749,64.338,100.892,782.036,21.2,1.456,44.594,611.848,129.534,482.314,-220.743,-329.205
NEE UN,167716.6153,2508,8117,64825,19838,13816,7985,3829,8584,-18296,-9712,3390,12891,156409,27793,109663,46746,-15595,9974,19838,-9712,2508,6022,16448,5955,-65,4595,#VALUE!,#VALUE!,0,-794,#VALUE!,523,3829,-15595,9979
NEM UN,36504.04557,3813,181,6127,12105,5877,3261,1002,3509,-1926,1583,1008,6320,39143,2324,17743,21400,-2608,-2506,12105,1561,3058,6228,11097,2691,183,2253,4988,240,0,-75,1512,643,986,-2608,-2472
NFLX UW,127106.7513,6113.733,0,16432.181,31472.815,12469.115,6021.976,5044.069,1179.125,-462.115,717.01,5714.697,8816.903,47562.187,7765.924,27034.046,20528.141,-1443.861,-1147.918,31474.459,717.01,6113.733,19003.7,#VALUE!,5759.679,-60.749,307.279,6295.184,725.038,0,-785.787,5925.446,731.377,5162.569,-1443.861,-806.978
NI UN,10860.03221,35.8,1815.5,10824,5554.6,3654.5,1977.5,670.4,1314.8,-2082.8,-768,1184.7,2228.6,25576.4,3911.1,18070.7,7505.7,-2493.4,1200.9,5551.3,-768,35.8,1900.1,4369.9,1098.5,313.8,792.8,1723.3,347.4,4.9,-13,784.7,147.1,695.7,1916.4,1200.9
NKE UN,165471.1413,11876,0,12591,47149,21398,6955,5640,4434,-838,3596,6246,28877,41088,10919,25266,15822,-2239,-5689,47149,3596,7226,25751,#VALUE!,6396,-127,709,#VALUE!,198,37,-288,6523,733,5640,-2239,-5497
NOC UN,80934.70347,1666,0,13499,35208,7201,4728,5526,2092,-1536,556,3437,12298,42733,10812,28790,13943,-1404,-3077,35208,656,1666,28007,#VALUE!,6375,-3292,1291,4728,519,#VALUE!,-3811,9925,1203,6563,-1404,-3077
NOW UN,80945.44025,3956,0,2125,6919,5386,787,201,2405,-506,1899,235,5476,11106,4432,6583,4523,-2068,-489,6919,847,1248,1533,5151,1683,-13,441,2124,27,48,21,1678,47,201,-2068,-424
NRG UN,9740.643906,333,0,8315,30734,5146,3728,1889,396,-300,96,2856,18963,32243,14366,27113,5130,341,755,27767,96,333,25588,36323,1585,396,872,1752,425,0,-35,866,571,1889,341,760
NSC UN,57968.84365,1214,0,15068,12360,#VALUE!,5967,3240,4366,-1727,2639,4757,2715,39306,2798,26282,13024,-1435,-3182,12395,2639,1214,#VALUE!,7603,4786,680,1210,5996,680,0,0,4077,837,3240,-1435,-3182
NTAP UW,16000.28968,3439,0,2965,6452,4267,1461,949,1250,-240,1010,1163,4922,9544,3575,8887,779,-1135,-1320,6452,1010,3288,2185,3104,1520,35,206,1726,73,15,-23,1453,179,949,-1135,-1258
NTRS UW,19507.70667,46876.3,0.125,8701.9,7265.7,#VALUE!,#VALUE!,1532.4,282.3,-667.3,-385,2085.5,#VALUE!,159839.6,#VALUE!,148809.2,11030.4,2982.5,-2966.7,6949.3,-385,4492.8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,538.2,#VALUE!,#VALUE!,1267.9,0,2085.5,498.8,1554.9,2982.5,-2513.3
NUE UN,38933.07202,3427.29,1116.222,6710.673,43152.923,13928.994,12857.079,8590.456,10148.934,-1845.026,8303.908,11841.378,14356.457,32072.704,4632.089,13248.025,18824.679,-5484.536,-3580.292,43152.923,8303.908,3049.864,29223.929,31433.727,11900.403,122.182,1015.701,12557.428,202.741,19.351,0,11719.196,2625.669,8602.022,-5484.536,-3573.035
NVDA UW,391730.4135,13143,0,11904,28566,16522,7548,5957,6426,-1597,4829,5938,23223,40488,6855,19139,21349,5791,-10705,28562,4755,2800,12044,10584,10493,180,1427,11920,259,161,82,9791,-199,5957,5791,-10705
NVR UN,14097.47265,1766.937,0,1005.421,10044.593,2729.994,2255.433,1605.388,1313.007,-17.901,1295.106,2140.678,4336.021,5389.534,997.784,2304.695,3084.839,-26.834,-2212.878,9926.53,1295.106,1766.937,7314.599,#VALUE!,2019.118,35.401,17.98,#VALUE!,45.832,10.431,0,2105.277,499.889,1605.388,-26.834,-2212.878
NWL UW,5391.275937,636,0,6481,9979,3053,1040,565,-173,-329,-502,737,5148,14678,4108,10902,3776,332,-15,9979,-502,636,6926,#VALUE!,1106,122,303,1409,#VALUE!,#VALUE!,-108,848,50,565,332,1
NWS UW,10299.30499,1458,856,4019,10361,5208,1501,467,1255,-502,753,799,3754,16387,3013,7659,8728,-2111,214,10361,566,1458,5153,#VALUE!,953,224,702,1630,#VALUE!,#VALUE!,103,563,16,467,-2111,340
NWSA UW,10299.30499,1458,856,4019,10361,5208,1501,467,1255,-502,753,799,3754,16387,3013,7659,8728,-2111,214,10361,566,1458,5153,#VALUE!,953,224,702,1630,#VALUE!,#VALUE!,103,563,16,467,-2111,340
NXPI UW,44236.91403,3759,279,11162,12932,7333,4882,2667,3604,-1115,2489,3624,6703,22940,3219,15555,7385,-1293,-855,12932,2510,3759,5599,3713,4643,454,1258,5299,437,24,36,3982,464,2679,-1293,-836
O UN,40940.60328,187.745,127.138,16823.439,3140.05,#VALUE!,2632.948,646.184,2285.489,-7657.309,-5371.82,1067.504,#VALUE!,45892.475,#VALUE!,19028.218,26864.257,-7363.882,4821.208,3140.05,-5371.82,187.745,#VALUE!,#VALUE!,1148.061,373.027,1565.444,2712.994,434.672,0,-60.691,702.295,45.93,646.184,-9973.108,4879.433
ODFL UW,32609.75595,375.556,0,99.959,6178.776,2196.441,2053.696,1332.036,1670.225,-670.171,1000.054,1782.894,1111.197,4811.393,639.327,1253.223,3558.17,-582.941,-1210.318,6178.776,1000.054,216.727,3982.335,4395.882,1782.894,1.771,270.802,2053.68,1.667,2.059,2.163,1781.123,449.087,1332.036,-582.941,-1210.318
OGN UN,6328.586282,737,0,9364,6293,3994,1861,1011,#VALUE!,#VALUE!,#VALUE!,1639,3760,10681,2597,12189,-1508,#VALUE!,#VALUE!,6293,#VALUE!,737,2299,#VALUE!,2032,392,222,2254,401,#VALUE!,-7,1648,236,1011,#VALUE!,#VALUE!
OKE UN,29302.29279,22.215,0,13859.03,22775.352,2694.177,3324.609,1615.573,2920.616,-1092.566,1828.05,2702.774,2765.322,24439.243,4138.638,18126.974,6312.269,-1053.721,-2069.017,22419.451,1828.05,22.215,20081.175,#VALUE!,2744.107,570.433,621.835,3498.865,688.139,0,30.247,#VALUE!,515.668,1616.496,-1053.721,-2069.017
OMC UN,15891.18392,3293.4,896.2,6378,14276.8,#VALUE!,2282.1,1301.6,1456.2,-688.8,767.4,2063.1,12030.1,24132.2,12705.4,20489.3,3642.9,-1164.2,-1524.7,14276.8,1768.1,3198.5,#VALUE!,12213.7,2176.5,156.4,219,2282.1,205.8,49.4,0,1906.7,516.9,1302.9,-1164.2,-1142.2
ON UW,31441.5176,2450.2,20.6,3480.1,8068.7,3888.9,2730.2,1723.8,2528.4,-912.2,1616.2,2136,5309.4,11100.7,1761,5424.1,5676.6,-1151.2,-295.4,8068.7,1188.3,2450.2,4179.8,1752.9,2683.1,70.9,558.9,3242,99.4,6.7,-21.8,2605.1,339.2,1723.8,-1151.2,-291.9
ORCL UN,221166.5195,11220,426,91577,44158,34348,13955,5809,10543,-5168,5375,10124,21004,130309,34819,135758,-5449,-17435,-5788,44158,-2162,10448,9810,34034,19736,3500,3831,21950,2837,113,540,20220,815,5809,-17435,-5348
ORLY UW,53280.88656,67.06,0,6540.542,14056.86,7262.288,3654.368,2163.051,2995.003,-490.986,2504.017,2948.155,4760.756,12238.028,6841.479,13443.491,-1205.463,-661.585,-2715.66,14056.86,2299.671,67.06,6794.572,4314.133,2948.155,151.523,348.611,3296.769,150.121,3.12,4.522,2796.632,633.581,2163.051,-661.585,-2715.801
OTIS UN,32472.88343,1034,180,6887,13815,3999,2234,1237,1373,-122,1251,2038,5829,9342,5992,14075,-4733,42,-1946,13815,453,1034,9816,#VALUE!,2146,158,196,2494,#VALUE!,#VALUE!,7,2007,519,1263,42,-1723
OXY UN,65669.04727,1233,9762,22029,36328,16021,20771,12114,15927,-3914,12013,13698,8749,72144,7935,43424,28720,-3025,-13917,36328,12013,1233,20307,#VALUE!,13525,-49,7073,21349,1137,0,-432,13573,809,12314,-3025,-13917
PARA UW,12375.63532,3383,492,17302,30023,10209,5207,3141,-373,-351,-724,4824,13524,57287,10326,34148,23139,2028,-3098,30023,-716,3383,19814,27482,2885,1095,383,3313,942,89,242,1790,598,3141,2028,-2934
PAYC UN,19043.86339,317.163,0,29,1289.596,1089.403,428.222,250.125,326.372,-126.015,200.357,341.471,2228.362,3314.57,1897.755,2238.19,1076.38,-225.72,-1317.146,1289.596,200.357,317.163,200.193,948.125,412.286,-4.12,86.751,525.346,1.587,0,-5.707,437.008,95.466,250.125,-225.72,-1317.146
PAYX UW,44286.02511,1230,0,879.1,4735,3340.2,2082.8,1438.4,1484.2,-132.8,1351.4,1892.7,6085.4,9125.9,4702.2,5988.5,3137.4,-175.5,-1577.3,4735,1311.6,1184.2,1394.8,2842.3,1892.8,20,190.1,2091.1,36.5,8.1,-8.4,1872.7,434.3,1438.4,-175.5,-1577.3
PCAR UW,36818.15412,4867.7,-10273.1,10377.9,27376.3,4835.9,3487.7,2601.7,2814.7,-1542.8,1271.9,3175.5,9988,30623.6,8470.1,17730.1,12893.5,-1655.8,-63.2,25875.3,1271.9,3323.5,22540.4,#VALUE!,#VALUE!,-148.7,312.2,#VALUE!,#VALUE!,3.8,-116.6,3324.2,722.5,2601.7,-1655.8,88.1
PCG UN,29954.63967,262,107,52003,21556,16924,6126,1759,2921,-9639,-6718,2348,12210,117012,14027,94526,22486,-10545,7600,21556,-6718,262,4632,19208,#VALUE!,1362,3778,#VALUE!,1751,73,-316,#VALUE!,-787,1926,-10545,7600
PEAK UN,13583.63968,112.452,659.388,6791.784,2019.915,#VALUE!,1073.467,519.553,917.219,-1575.071,-657.852,344.999,#VALUE!,15661.956,#VALUE!,8535.607,7126.349,-1250.756,233.855,2019.915,-657.852,112.452,#VALUE!,#VALUE!,#VALUE!,-181.923,728.468,#VALUE!,160.082,0,-338.281,523.198,-5.632,519.834,-1250.756,233.855
PEG UN,29136.17053,377,0,20084,9717,5691,2596,688,1259,-2761,-1502,1319,4105,47741,6806,34490,13251,-960,-1741,9717,-1502,377,4026,8398,2937,689,1277,3897,584,#VALUE!,105,2248,-58,688,-960,-1741
PEP UW,254821.1045,6742,158,39245,83644,44358,15960,9714,11288,-4905,6383,13259,23543,94461,25653,75326,19135,-1930,-9447,83644,6737,6415,39286,#VALUE!,12135,1472,2701,13904,1798,0,-326,10125,2003,9714,-1930,-9166
PFE UN,275220.8049,36123,259,36669,99879,65448,38376,29771,30559,-3228,27331,33554,70403,195350,44314,102459,92891,-17919,-13336,99879,27331,1298,34431,#VALUE!,41377,228,4822,#VALUE!,1241,128,-885,35626,3347,29771,-13959,-13170
PFG UW,22454.53882,4239.6,297.2,4047.5,18460.7,#VALUE!,#VALUE!,5292.9,3121.5,-107.3,3014.2,6835.3,#VALUE!,282580.6,#VALUE!,272837.2,9743.4,-2300.8,273.5,13966.5,3014.2,4239.6,#VALUE!,11796.5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,171.1,#VALUE!,0,2186,1322.3,5292.9,9015.4,273.5
PG UN,345241.1416,6710,1093,33003,80461,37823,20488,14360,16150,-2955,13195,17729,22521,116282,36618,71948,44334,-4250,-15560,80461,13420,6710,42638,#VALUE!,17729,-228,2759,20476,453,82,-599,17957,3327,14569,-4250,-14955
PGR UN,76143.60214,350.9,493.9,6387.4,48608.6,#VALUE!,#VALUE!,830.5,6371.3,-300.2,6071.1,1332.7,#VALUE!,75524.2,#VALUE!,60806.5,14776.2,-6505.8,214.3,48633.2,6071.1,350.9,#VALUE!,47532.3,#VALUE!,#VALUE!,343.4,#VALUE!,232,#VALUE!,0,1071.4,243.3,857.4,-6505.8,214.3
PH UN,39545.11313,521.811,10.883,13963.977,16331.574,4862.748,3387.816,1252.302,2474.729,-265.396,2209.333,2807.593,7167.827,29954.907,5498.708,21181.503,8773.404,-8304.308,5638.304,16331.574,2209.333,502.307,11468.826,#VALUE!,2944.537,1261.767,580.223,3745.593,313.696,#VALUE!,948.071,2441.448,293.066,1534.505,-8304.308,5676.155
PHM UN,9896.488498,231.301,0,2469.223,15416.175,4531.5,3242.854,2384.836,151.871,-109.232,42.639,3156.89,12101.472,14211.844,3345.484,6047.841,8164.003,-192.354,-1292.77,15416.175,42.639,231.301,10884.675,#VALUE!,#VALUE!,25.23,68.864,#VALUE!,46.274,1.46,-5.615,3131.66,733.31,2398.35,-192.354,-1292.77
PKG UN,12298.75808,793.5,0,2780.1,8542.7,2150.3,1932.7,1026.7,1465.6,-816,649.6,1488.3,2907.5,8344.4,963.4,4373.2,3971.2,-1011.3,-1508.5,8542.7,649.6,648.7,6392.4,#VALUE!,1499.3,119.5,444.4,1939.7,135.3,0,-15.8,1434.1,334.1,1030.2,-1011.3,-1508.5
PKI UN,17267.38588,453.814,0,4544.658,4565.139,2501.562,1429.614,620.705,876.245,-98.109,778.136,926.627,3116.48,13823.764,1485.731,6758.564,7065.2,-167.118,-781.876,4886.039,778.136,400.741,2063.577,#VALUE!,1494.18,90.734,502.987,1748.29,109.168,2.943,-15.491,1190.133,230.943,604.869,-167.118,-724.131
PLD UN,106686.8263,636.282,4377.169,18139.299,5499.333,#VALUE!,3752.06,4020.166,3564.879,-3647.345,-82.466,2154.825,#VALUE!,60945.529,#VALUE!,21339.208,39606.321,-4304.956,791.288,5499.313,-82.466,636.282,#VALUE!,#VALUE!,2384.349,-2238.996,1597.235,5210.981,251.138,0,-2075.684,2867.783,157.636,4020.166,#VALUE!,393.964
PM UN,150524.6415,5368,1734,27221,31714,20716,13510,8719,11742,-1019,10723,12269,19035,40717,20772,48120,-7403,-491,-10677,31714,10723,5368,10998,#VALUE!,12887,613,1177,13571,#VALUE!,#VALUE!,49,11656,2428,8744,-491,-9872
PNC UN,66487.14505,46826,7279,54633,21608,#VALUE!,#VALUE!,5562,8531,0,8531,7269,#VALUE!,559477,#VALUE!,512754,46723,-19730,8904,20506,8531,6548,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1145,#VALUE!,#VALUE!,10928,0,7255,1384,5548,-19730,8904
PNR UN,7464.93548,118.8,0,2531,4107.5,1368,725.5,534.6,343.6,-84.8,258.8,634.4,1562.5,6508.6,1100.5,3869.4,2639.2,-1920.2,1522.2,4107.5,261.7,118.8,2739.5,#VALUE!,736.7,33.5,91.1,827,#VALUE!,#VALUE!,-1.7,627.2,65.4,535.5,-1920.2,1505.1
PNW UN,8599.787072,7.032,117.55,8609.844,4113.928,2682.864,1555.714,535.178,1231.415,-1749.367,-517.952,745.177,2016.557,22844.598,2060.904,16482.485,6362.113,-1646.512,396.441,4113.928,-517.952,7.032,1431.064,3368.751,745.177,113.185,799.758,1106.456,246.576,6.607,-84.63,631.992,79.59,539.484,-1646.512,396.441
POOL UW,12644.58963,49.079,0,1772.512,6119.364,1940.056,1084.009,784.208,261.895,-41.4,220.495,1046.379,2199.479,3688.055,737.26,2497.177,1190.878,-842.018,545.727,6119.364,220.495,49.079,4179.308,#VALUE!,1046.379,27.205,37.63,1096.526,#VALUE!,#VALUE!,0,1019.174,235.259,784.208,-842.018,545.492
PPG UN,30732.18075,1089,110,7601,17657,6492,2165,1074,832,-519,313,1595,7490,20868,4926,14724,6660,-374,-645,17657,313,1029,11165,#VALUE!,1935,251,570,2497,144,41,148,1824,256,1057,-374,-569
PPL UN,21128.65293,303,3,13751,7097,4889,2529,700,1810,-2028,-218,1346,2720,37378,3315,23494,13884,-5700,-567,7097,-218,303,2208,5751,1726,443,1183,2738,469,5,2,1276,195,700,-5700,-575
PRU UN,39983.20056,20104,678,28888,61831,#VALUE!,#VALUE!,309,9113,0,9113,1861,#VALUE!,677756,#VALUE!,660576,17180,-10201,4088,60838,9113,20104,#VALUE!,59938,#VALUE!,#VALUE!,179,#VALUE!,1339,#VALUE!,197,5049,-36,328,-10201,4591
PSA UN,52387.66006,883.787,4443.585,6740.451,4017.937,#VALUE!,2884.173,4337.724,3109.625,-3482.147,-372.522,2017.276,#VALUE!,17450.92,#VALUE!,7330.163,10120.757,-819.944,-2362.353,4017.937,-372.522,883.787,#VALUE!,#VALUE!,1951.556,-2556.083,866.897,2784.577,129.972,0,-2435.215,#VALUE!,0,4393.545,-3924.92,-2362.545
PSX UN,53019.8818,3744,5076,17657,162315,16121,12626,10408,7863,-2078,5785,10975,23270,77339,17882,44030,33309,-1813,-5203,168391,5785,3744,146194,#VALUE!,#VALUE!,-2744,1651,12405,567,34,-116,9935,2969,10413,-1813,-5124
PTC UW,14669.89917,272.182,0,1540.203,1933.347,1547.367,564.802,313.081,435.326,-19.496,415.83,447.362,1068.657,4687.268,792.258,2391.234,2296.034,-201.201,-288.284,1933.347,415.8,272.182,385.98,1100.005,732.192,50.264,87.694,819.886,54.268,2.5,-1.504,680.566,84.017,313.081,-201.201,-264.081
PWR UN,21223.6803,215.395,5.515,4161.629,16580.823,2459.573,1482.341,433.414,797.136,-490.325,306.811,708.377,5347.823,13296.646,3346.221,8095.078,5201.568,-2958.646,680.752,16580.823,364.499,215.395,14121.25,#VALUE!,849.779,129.218,678.26,1625.766,112.989,0.823,99.994,643.597,135.36,433.414,-2958.646,682.329
PXD UN,59366.41957,1688,0,5588,23284,9512,11721,7110,10974,-3930,7044,9174,4283,35746,4170,12797,22949,-745,-9534,16288,7044,1316,13772,#VALUE!,9264,100,2547,11811,140,15,-25,9052,1947,7125,-745,-9534
PYPL UW,90997.01322,10849,0,10959,27053,#VALUE!,5121,2299,6419,-761,5658,3643,55105,76435,43228,56171,20264,-6415,-3249,27053,6709,6659,#VALUE!,23410,5684,681,1317,6768,274,104,511,5692,663,2299,-6415,-3000
