"get(cur_mkt_cap(), px_last(), revenue_per_sh(), ebitda_per_sh(), oper_inc_per_sh(), is_eps(), is_earn_bef_xo_items_per_sh(), is_basic_eps_cont_ops(), is_diluted_eps(), is_dil_eps_bef_xo(), is_dil_eps_cont_ops(), is_div_per_shr(), cash_flow_per_sh(), free_cash_flow_per_sh(), cash_st_investments_per_sh(), book_val_per_sh(), tang_book_val_per_sh(), is_eps(fa_period_offset=1), is_dil_eps_cont_ops(fa_period_offset=1), is_div_per_shr(fa_period_offset=1), cash_flow_per_sh(fa_period_offset=1), book_val_per_sh(fa_period_offset=1), is_eps(fa_period_offset=2), is_dil_eps_cont_ops(fa_period_offset=2), is_div_per_shr(fa_period_offset=2), cash_flow_per_sh(fa_period_offset=2), book_val_per_sh(fa_period_offset=2), is_eps(fa_period_offset=3), is_dil_eps_cont_ops(fa_period_offset=3), is_div_per_shr(fa_period_offset=3), book_val_per_sh(fa_period_offset=3), is_eps(fa_period_offset=4), is_dil_eps_cont_ops(fa_period_offset=4), is_div_per_shr(fa_period_offset=4), is_eps(fa_period_offset=5), is_dil_eps_cont_ops(fa_period_offset=5), is_div_per_shr(fa_period_offset=5)) for(members('RAY Index'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,cur_mkt_cap(),px_last(),revenue_per_sh(),ebitda_per_sh(),oper_inc_per_sh(),is_eps(),is_earn_bef_xo_items_per_sh(),is_basic_eps_cont_ops(),is_diluted_eps(),is_dil_eps_bef_xo(),is_dil_eps_cont_ops(),is_div_per_shr(),cash_flow_per_sh(),free_cash_flow_per_sh(),cash_st_investments_per_sh(),book_val_per_sh(),tang_book_val_per_sh(),is_eps(fa_period_offset=1),is_dil_eps_cont_ops(fa_period_offset=1),is_div_per_shr(fa_period_offset=1),cash_flow_per_sh(fa_period_offset=1),book_val_per_sh(fa_period_offset=1),is_eps(fa_period_offset=2),is_dil_eps_cont_ops(fa_period_offset=2),is_div_per_shr(fa_period_offset=2),cash_flow_per_sh(fa_period_offset=2),book_val_per_sh(fa_period_offset=2),is_eps(fa_period_offset=3),is_dil_eps_cont_ops(fa_period_offset=3),book_val_per_sh(fa_period_offset=3),is_eps(fa_period_offset=4),is_dil_eps_cont_ops(fa_period_offset=4)
ME UW Equity,1136434479,2.494999886,0.752065982,-0.599715454,-0.702996494,-0.6,-0.6,-0.5592,-0.6,-0.6,-0.5592,0,-0.46145235,-0.472427983,1.232546377,2.04017572,1.07031821,-0.795,-0.7225,0,-0.263,1.53,-0.79,-0.586,0,-0.3225,1.09,-0.77,-0.663333333,#N/A,#N/A,-0.76
IP UN Equity,14806542855,41.61999893,57.65940054,7.136239782,4.302452316,4.098093,4.743869,7.310627,4.098093,4.743869,7.310627,2,5.923705722,3.386920981,2.260522394,23.89012287,15.34006242,3.14625,2.888333333,1.869,6.2375,27.2225,2.788,2.859,1.795714286,5.45,27.45,3.075,3.075,25.47,#N/A,#N/A
ABT UN Equity,1.93E+11,110.4100037,24.74659864,#N/A,4.740362812,3.930372,3.930372,4.377653,3.930372,3.930372,4.377653,1.92,5.071428571,#N/A,#N/A,#N/A,#N/A,3.276153846,4.395,1.947142857,6.89,21.92666667,3.7575,4.813636364,2.023333333,8.33,23.60333333,4.371666667,5.409090909,14.3,5.042,5.961111111
AFL UN Equity,45664153364,73.44000244,32.45557232,#N/A,8.592777569,7.88,7.88,4.823342,7.84,7.84,4.805429,1.53,5.764876385,5.763675351,7.549673969,38.71331756,38.71331756,5.463333333,5.410666667,1.665454545,7.0025,40.753,6.066666667,5.912403846,1.763506494,7.5575,43.38166667,6.203333333,6.32625,45.88,6.399166667,6.429166667
APD UN Equity,71153719454,320.5299988,57.2009009,17.03738739,10.53513514,10.16,10.11,10.294869,10.14,10.08,10.268589,6.36,14.55045045,1.368018018,14.88333667,59.25025812,53.97390183,11.40416667,11.3932,7.228947368,17.502,64.999,12.41181818,12.5273913,7.855555556,19.322,70.092,13.88,14.09875,75.815,17.315,18.33
GMED UN Equity,7507332707,75.19999695,9.899072426,2.589929056,1.904952184,1.54,1.54,1.751513,1.51,1.51,1.714075,0,1.887881561,1.169942838,4.059698318,17.67087553,15.3085864,2.152361111,2.2475,#N/A,2.92,18.2,2.466666667,2.592207792,#N/A,#N/A,21.165,2.658333333,2.847142857,21.725,3.005,3.16
RETA UQ Equity,1585937344,43.24000168,0.086413082,-6.987224683,-7.409030256,-8.56,-8.56,-8.56,-8.56,-8.56,-8.56,0,-7.596364889,-7.677569197,11.90310226,0.123325288,0.123325288,-8.631666667,-8.33325,0,-5.583,#N/A,-7.016875,-6.283611111,0,-7.34,#N/A,-4.253125,-3.073666667,#N/A,-0.23125,1.1635
HES UN Equity,46323347017,150.2400055,36.57622739,18.51421189,13.01356589,7.18,7.18,7.111337,7.18,7.18,7.111105,1.5,12.73901809,3.937338501,8.063352129,25.88965273,#N/A,7.9368,7.873846154,1.722352941,16.84894737,31.8925,10.38521739,10.26083333,2.126666667,20.01705882,38.86,11.82058824,11.82058824,43.7,13.09384615,13.09384615
DNB UN Equity,6370392711,14.61999989,5.194148161,1.751355132,0.355540013,-0.08,-0.08,0.140378,-0.08,-0.08,0.137442,0.05,1.264191696,0.767500146,0.46794779,8.090516644,-11.1538649,0.14825,1.157878788,0.48,1.41,8.585,0.185583333,1.237111111,1.02,1.455,10.15,0.270666667,1.369,11.45,0.386,1.465
NKTX UW Equity,257980502.8,5.284999847,0,-2.394153231,-2.698131408,-2.67,-2.67,-2.67,-2.67,-2.67,-2.67,0,-1.769841735,-2.03023285,8.038812724,8.180347755,8.180347755,-2.566666667,-2.676666667,#N/A,#N/A,#N/A,-3.308125,-3.258571429,#N/A,#N/A,#N/A,-2.75625,-3.1725,#N/A,-1.47375,-2.4125
ADM UN Equity,45457407284,82.76999664,180.9023091,9.190053286,7.364120782,7.71,7.71,7.852575,7.71,7.71,7.852575,1.64,6.177619893,3.834813499,1.841918295,43.72291297,32.09946714,6.75875,6.75875,1.736363636,6.0235,45.208,6.489285714,6.489285714,1.820909091,6.38,47.954,6.658333333,6.658333333,45.195,5.25,5.25
ADP UW Equity,93422337012,225.4400024,41.48704071,11.44097661,9.903421733,7.56,7.56,7.628894,7.53,7.53,7.592579,4.37,8.421055349,7.957183234,3.245656371,7.207287645,-1.674469112,8.556915584,8.518888889,4.513181818,-3.863333333,20.79,9.535595238,9.42409188,4.79275,-17.67,40.03,10.8,10.76125,37.02,11.36,11.09666667
AZO UN Equity,45456837139,2422.340088,842.2002008,188.2992973,164.6580676,123.11,123.11,123.11,119.29,119.29,119.29,0,165.3776487,129.2281455,27.85710486,-204.1774219,-220.2781295,130.1929902,130.6472222,0,226.11,-267.07,145.3124242,145.3124242,0,181.929375,-218.8366667,165.6016667,166.7464744,-102.145,195.9541667,195.9541667
AVY UN Equity,15337959729,189.2899933,111.7109019,17.50258123,13.98238688,9.94,9.94,9.678445,9.89,9.89,9.635205,2.86,10.91464228,7.186152445,1.580356441,24.74453575,-8.29132404,9.803333333,9.732447552,2.986666667,14.135,30.83,10.963,11.008,3.121666667,14.85,37.20333333,12.18733333,12.49,45.535,13.36333333,13.438
VRSK UW Equity,28343752917,181.2400055,19.04783026,11.29581362,8.679570805,6.49,6.49,5.058329,6.44,6.44,5.019708,1.22,6.265387566,4.510915063,1.764833197,12.68155068,-17.57883528,4.77224359,5.299058824,1.466190476,7.045,12.66666667,5.789880952,6.306607143,1.416333333,8.3775,11.645,6.655357143,7.1675,12.9,7.685,8.1825
BALL UN Equity,18229422919,58.06999969,48.56181707,6.593110027,4.412143122,3.01,3.01,3.062249,2.96,2.96,3.028756,0.8,2.068741947,-3.527204032,1.507058935,11.08468929,-6.531650775,2.981544118,2.980694444,0.843055556,6.398333333,12.874,3.537111111,3.537111111,0.893928571,6.59,15.48666667,4.084444444,4.084444444,18.17,5.073928571,5.073928571
BK UN Equity,40777964690,50.43999863,24.64838659,#N/A,4.103338031,2.91,2.91,2.052898,2.9,2.9,2.044566,1.42,2.960370977,#N/A,170.8860838,44.40128889,20.83629684,4.887692308,4.918333333,1.535,5.493333333,47.82,5.284615385,5.375555556,1.678125,5.883333333,51.585,5.316,5.468333333,54.28666667,5.46,#N/A
BAX UN Equity,22982865480,45.59000015,29.30417495,-1.190854871,-3.803180915,-4.71,-4.71,2.810584,-4.72,-4.72,2.788854,1.105,2.915800039,1.49304175,3.176312204,10.98119179,-15.93314385,2.747333333,3.466571429,1.2125,5.095,10.24,3.285,3.84375,1.25,5.419583333,11.23,4.121666667,4.395,11.165,4.47125,5.095
BDX UN Equity,71504764271,251.5399933,66.20936475,16.31199453,8.006877072,5.93,5.42,11.434887,5.88,5.38,11.344561,3.48,9.241943124,5.82796793,3.57852828,80.48865333,-49.84882835,7.45,11.95882353,3.973333333,20.33,86.555,7.67,13.385625,4.272,25.74,89.095,7.865,14.87625,92.36,11.45,16.276
BRK/B UN Equity,6.87E+11,311.3099976,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BBY UN Equity,19563096903,88.41999817,209.6817237,12.70917642,8.754238215,6.74,6.74,6.973141,6.68,6.68,6.91684,3.34,8.817926862,5.241168107,4.138543517,13.29040853,6.21669627,6.105833333,6.420447368,3.657142857,10.565,11.81,7.36,7.753888889,4.045714286,8.25,11.99,8.86,8.405,10.6025,9.385625,10.642
HRB UN Equity,6055484756,38.95000076,20.94651808,5.163707991,4.313331675,3.32,3.366083,3.366083,3.25,3.29,3.29,1.12,5.050893888,4.473837648,2.076474725,-1.7044416,-8.459519591,3.5475,3.75,1.16,#N/A,0.54,4.045,4.36,1.16,#N/A,0.82,#N/A,#N/A,#N/A,#N/A,#N/A
PRVA UW Equity,3064740209,26.82999992,9.385116632,-2.067519184,-2.112005775,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83,0,0.534790991,0.529477855,2.972771842,3.95846571,2.218110263,-0.256,-0.075,#N/A,0.495,4.103333333,0.022181818,0.218928571,0,0.51,4.283333333,0.134444444,0.327,4.66,0.230428571,0.439125
BSX UN Equity,66208586825,46.22499847,8.796878008,1.791295522,0.998897503,0.42,0.42,1.200704,0.42,0.42,1.195267,0,0.837803947,0.388499029,0.236015754,12.3175086,-0.887503029,1.216818182,1.878005263,0,1.904166667,13.605,1.402857143,2.105555556,0,2.085,14.94,1.675,2.354722222,14.51,1.97,2.64
ZTS UN Equity,77186183376,165.5500031,17.0081249,6.975731507,5.992246827,4.4,4.4,4.676612,4.38,4.38,4.664056,0.975,3.928904037,2.691306888,5.374729311,9.996953641,1.397815521,4.656,5.213181818,1.316666667,4.86,10.71,5.1725,5.7225,1.411666667,#N/A,11.55,5.1875,6.218333333,16.45,5.47,6.73
AVAH UW Equity,234256980.6,1.25999999,9.457430386,-2.856324765,-2.9760494,-2.97,-2.97,0.180223,-2.97,-2.97,0.179725,0,-0.226743519,-0.303339146,0.34252153,1.226060445,-6.659728491,-0.148,-0.075166667,#N/A,0.254,1.143333333,-0.03975,0.014966667,#N/A,0.079833333,1.33,0.1348125,0.002666667,1.39,0.245,0.24775
BMY UN Equity,1.54E+11,72.51000214,21.70327374,8.930578129,4.131878338,3.1,3.1,4.313955,3.07,3.07,4.28277,2.16,6.40730475,5.908985373,4.25,15.38182674,-12.53295669,5.642517483,7.710512821,2.260857143,12.1,17.7,5.202222222,8.185,2.486,9.622166667,20.28111111,5.865,8.305,22.47555556,6.375,8.615
BF/B UN Equity,31754261178,66.29000092,8.63026396,2.770285504,2.607450335,1.85,1.85,1.931022,1.84,1.84,1.925502,1.754,1.9144773,1.56781041,2.269211579,6.346277094,3.592744368,1.952606838,1.952606838,0.807714286,1.8,7.57,2.177,2.177,0.84952381,2.42,8.67,2.4125,2.4125,9.124285714,2.66,2.66
CTRA UN Equity,19723510304,25.01499939,11.19253499,8.409348678,6.411197512,4.95,4.95,4.525357,4.92,4.92,4.494831,2.61,6.138579649,4.292848523,0.986727562,16.05524962,16.05524962,3.282142857,3.295177866,0.773363636,5.691058824,16.55,3.038111888,3.1075,0.666388889,5.548125,17.1525,2.941111111,3.085833333,18.2675,2.943555556,3.06725
CPB UN Equity,15524398563,51.84000015,29.62063228,5.484193012,4.069883527,2.63,2.63,2.842994,2.63,2.63,2.831854,1.48,3.721602259,2.895174709,0.434782609,11.59531773,-12.35117057,2.923095238,3.009291667,1.526285714,4.496666667,12.43666667,3.094,3.200769231,1.584285714,4.625,12.985,3.346,3.43375,13.92333333,3.4,3.4
CCL UN Equity,13372383517,10.77999973,10.31186441,-1.620338983,-3.711016949,-5.16,-5.16,-4.725169,-5.16,-5.16,-4.725169,0,-1.415254237,-5.601694915,3.200158856,5.611596505,4.233518666,-0.052142857,-0.053454545,0,2.525,5.777777778,0.917,0.918571429,0,3.617142857,6.27375,1.211,1.203636364,6.924,2.24,2.24
LUMN UN Equity,5395349684,5.215000153,18.33548897,7.779592081,4.493555731,2,2,1.814203,2,2,1.805174,1,5.44619404,2.444731863,0.243535203,12.15453275,-9.448586046,0.645742857,0.697380952,0.9375,2.8,14.79333333,0.461333333,0.5,1,3.40625,16.23666667,0.52,0.597916667,17.64333333,0.54,0.64375
CLF UN Equity,10986248780,21.31500053,45.20736013,8.270514857,6.288774498,4.76,4.76,4.945991,4.61,4.61,4.804092,0,5.983785813,4.12070008,0.108675039,13.59990492,11.15859779,0.616666667,1.10247619,0,3.721666667,16.23,2.07,2.518333333,0,3.97,16.85,1.100833333,1.246785714,19.25,#N/A,#N/A
CLX UN Equity,17783451394,144.1300049,57.14981433,7.532314685,5.706053043,3.28,3.28,3.830867,3.26,3.26,3.800843,5.86,7.491563549,5.503135082,2.253640127,2.642757847,-16.98336715,4.531882353,4.531882353,4.812636364,6.0955,2.805,5.538118132,5.538118132,5.013,7.16,4.89,6.465714286,6.465714286,3.796,6.696666667,6.696666667
CMS UN Equity,18297461256,63.04000092,28.8462867,7.837651123,3.996545769,4.47,2.659447,2.736792,4.47,2.656202,2.728694,1.815,3.470688815,-4.728842832,0.578711678,23.04168102,16.88942473,2.842047619,2.842047619,1.9025,8.505833333,24.06166667,3.287460317,3.287460317,2.068214286,9.705,26.19666667,3.55,3.55,27.37,3.804404762,3.804404762
CEIX UN Equity,2019748992,57.91999817,57.79003642,22.27435496,15.78950041,11.25,11.25,8.444219,10.96,10.96,8.283885,0,15.87999229,11.18335445,7.709851736,26.28073733,26.28073733,21.6425,24.66,#N/A,#N/A,#N/A,23.715,21.68583333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CL UN Equity,62181695386,74.44999695,21.48134864,4.110473458,3.458871353,2.13,2.13,3.026913,2.13,2.13,3.020212,1.86,3.055954089,2.223816356,1.137433041,0.480116473,-5.832038256,3.074615385,3.1125,1.962105263,3.46,0.34,3.377692308,3.419090909,2.040555556,4.283333333,0.591666667,3.741111111,3.726666667,1.4875,4.04,4.054285714
CMA UN Equity,9561689720,72.98000336,28.21491619,#N/A,11.13508457,8.464475,8.464475,8.464475,8.464475,8.464475,8.464475,2.72,#N/A,#N/A,47.96633212,36.5512308,31.63395638,9.741666667,9.780434783,2.8735,#N/A,44.55388889,9.831111111,9.796086957,2.982,#N/A,51.56722222,9.86,10.7025,66.285,8.06,8.06
CAG UN Equity,17708908443,37.15499878,25.07606602,3.059301296,2.294163586,1.42,1.42,2.605613,1.41,1.41,2.591612,1.2675,2.5251114,1.70292081,0.083294431,18.18273368,-12.78328234,2.602,2.742939394,1.310333333,3.594,19.27,2.67,2.84984127,1.328333333,3.441666667,20.52,2.855,2.932857143,21.412,3.08,3.08
ED UN Equity,33772296594,95.16999817,42.5042349,#N/A,#N/A,4.78,4.78,4.7539,4.77,4.77,4.741372,#N/A,10.27137857,#N/A,2.802259887,56.60169492,51.84700186,5.082916667,4.911136364,3.261428571,11.04583333,58.585,4.93,4.993333333,3.311428571,11.87041667,55.575,5.24,5.260333333,57.55,5.346,5.376666667
BIG UN Equity,471450342.1,16.28000069,194.5020156,-1.220322667,-6.393749517,-5.19,-5.19,-3.94787,-5.23,-5.23,-3.993509,1.2,-5.76186763,-11.22357168,2.146464472,27.02096791,27.02096791,-2.359375,-2.359375,1.235,7.766666667,22.635,2.16225,2.16225,1.2125,2.755,21.81,3.303333333,3.303333333,25.71333333,#N/A,#N/A
GLW UN Equity,29231242316,34.55500031,16.83155397,3.428232503,1.705812574,1.56,1.56,2.305231,1.54,1.54,2.271984,1.08,3.102016607,1.199288256,2.030376671,14.59052248,10.43134872,1.96,2.187857143,1.154444444,3.484,13.64333333,2.491428571,2.556363636,1.235,4.4575,14.714,2.75,2.996666667,14.95,2.925,3.31
TTSH UR Equity,222033812.1,5.005000114,7.842969236,1.618949952,0.452861552,0.33,0.33,0.33,0.32,0.32,0.32,0,0.048576111,-0.197173476,0.258358435,2.531696377,2.531696377,#N/A,0.31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PRDS UQ Equity,129642114.4,2.099999905,0,-10.12707255,-10.12707255,-10.13,-10.13,-10.13,-10.13,-10.13,-10.13,0,-9.713969666,-9.713969666,4.733118599,4.691121283,4.691121283,-1.765,-1.76,#N/A,#N/A,#N/A,-2.015,-1.916666667,#N/A,#N/A,#N/A,2.15,1.15,#N/A,5.4,6.22
CMI UN Equity,35171001162,249.3999939,184.3778639,23.48255199,18.48431442,13.5,13.5,13.450563,13.41,13.41,13.357797,5.92,13.22527788,7.416284808,21.02836879,59.43262411,25.17021277,19.63281513,19.60601604,6.190555556,24.71333333,68.49333333,19.34285714,19.30214286,6.444444444,26.94,84.76,20.52428571,20.45857143,81.064,20.16,20.15333333
MEG UN Equity,1606504365,54.06999969,18.51607134,1.214706329,-0.644203351,-1.31,-1.31,-1.307313,-1.31,-1.31,-1.309132,0,1.083794583,0.848499165,3.149574705,9.665100429,-5.976772938,-0.886,-0.387333333,0.525,3.01375,9.99,-0.7025,-0.5875,0.44375,#N/A,9.19,-0.528333333,0.9745,9.01,-0.32,1.4025
DHR UN Equity,1.92E+11,263.2999878,43.40228934,15.04620052,11.98179561,9.8,9.8,10.102055,9.66,9.66,9.96118,0.25,11.74872431,10.15997793,8.231498009,66.47535356,-15.9796787,8.812,10.07478261,1.074,12.278,76.07285714,9.905833333,11.12782609,1.154,13.088,84.16,11.28571429,12.305,90.11,11.7025,13.83666667
SNCE UQ Equity,63336693.17,0.542900026,0.652982136,-0.895680072,-1.02599597,-0.46,-0.46,-5.249736,-0.5,-0.5,-5.249736,0,-0.721454735,-0.725374966,1.117221382,1.360534577,1.008406409,-0.79,-0.686,#N/A,-0.43,1.18,-0.468,-0.3698,#N/A,-0.2175,0.57,#N/A,#N/A,0.41,#N/A,#N/A
TGT UN Equity,78998415055,171.6199951,233.5700091,16.81937805,10.27767334,7.36,7.36,7.41536,7.3,7.3,7.351024,3.78,7.575766508,-3.875610935,2.072571936,23.93885762,22.51369285,8.704047619,8.062946128,4.481380952,13.915,23.57333333,11.1325,10.84294737,5.158,13.39160714,22.37,13.295,12.781,53.77,14.21,15.075
DE UN Equity,1.25E+11,422.1700134,172.6666667,40.0591133,33.46141215,23.42,23.42,23.021773,23.28,23.28,22.885387,4.36,15.4318555,2.991789819,18.43546774,67.81761934,51.40041359,28.0315,27.91615385,4.588333333,29.6425,67.05,29.34714286,29.42107143,5.0385,33.02125,82.83454545,30.69230769,31.04166667,101.5242857,30.65,30.65
D UN Equity,52825482002,63.38000107,19.72503972,6.979103018,3.259195894,2.8,2.14,3.765356,2.79,2.13,3.721968,2.655,3.867468853,-4.948063058,0.195678271,32.16086435,23.40336134,4.027285714,4.186615385,2.77875,6.353541667,34.312,3.972666667,4.011507937,2.865,7.385625,36.116,4.289666667,4.256428571,36.775,4.352,4.225833333
DOV UN Equity,21364678440,152.1300049,59.63013996,11.82265333,9.667229694,7.47,7.47,7.679544,7.42,7.42,7.631351,2.01,5.647030789,4.098387312,2.645197719,29.76959357,-11.92392664,7.82,8.872857143,2.155625,10.355,33.3125,8.734545455,9.740625,2.289333333,10.67,37.56625,9.368,10.66833333,40.025,10.57333333,11.9375
DUK UN Equity,78848001175,102.4000015,36.4053264,15.16206561,7.512828841,4.981886,4.942783,5.368038,4.981886,4.942783,5.348297,3.96,8.119977032,-5.875933745,0.588311688,62.83506494,37.76623377,5.493333333,5.486174603,4.10375,12.56166667,64.755,6.026666667,5.835916667,4.197142857,13.42041667,65.45166667,6.34,6.160333333,66.606,6.646666667,6.2425
ETN UN Equity,64491033456,162.1300049,50.5571921,9.418990912,7.027264181,5.74,5.74,6.255627,5.72,5.72,6.229049,3.19,5.372510199,3.986211219,1.302489314,40.4023133,-9.813930098,7.051593407,7.999763158,3.357142857,8.979333333,42.93333333,7.7075,8.761911765,3.464166667,12.16,49.07,8.373333333,9.4825,47.02,9.159375,10.711875
ECL UN Equity,43906243711,154.1499939,48.58237816,8.640475982,5.428296439,3.95,3.95,4.369241,3.93,3.93,4.345484,3.06,5.493427183,2.942689649,0.396418539,24.79845506,-16.12991573,4.615,4.766842105,2.11967033,6.42875,26.13571429,5.694155844,5.817941176,2.265194805,6.507142857,27.57857143,6.519047619,6.7345,29.7875,7.605416667,8.134
PKI UN Equity,17302754182,136.9799957,36.14999614,11.32069376,7.337687302,4.91,4.78,5.895359,4.9,4.78,5.882999,0.28,6.934522852,6.161830647,3.17494058,55.97528125,-21.46466487,3.43075,5.508333333,0.28,6.235,58.825,4.408,6.136,0.28,6.905,62.89,4.898125,6.898071429,65.36666667,#N/A,7.854
EMR UN Equity,52579057709,90.29000092,23.28217237,6.161241356,4.429077416,5.44,3.17,3.097143,5.41,3.16,3.08,2.08,4.928318435,4.424017541,3.050388908,17.52451809,-17.16435577,3.605384615,4.078333333,2.103333333,4.756666667,24.07285714,4.061875,4.672,2.158571429,5.31,24.85714286,4.45,5.11,45.01,4.946666667,5.77
EOG UN Equity,77576535039,132.0700073,44.06182911,22.69643624,16.55817948,12.83,12.83,13.720021,12.73,12.73,13.624909,9.3,18.57173436,10.58480034,8.977515953,40.61168019,40.61168019,13.47216095,13.70155172,5.445277778,21.55953463,51.67,13.47166667,13.41385621,5.258333333,21.77119048,65.94,12.80047619,12.15211765,58.616,12.10785714,10.913
ETR UN Equity,21926381224,107.7600021,65.15361309,20.50047829,9.582318306,6.26197,6.26197,5.938724,6.223256,6.223256,5.910159,4.1,10.33886388,-21.63258352,4.931590292,59.44671867,57.59313177,7.088,6.511891026,4.177142857,15.38,59.84333333,7.225,7.363666667,4.382857143,17.535,62.23333333,7.764,6.9646,65.50166667,8.25,7.373333333
EFX UN Equity,27145707836,221.6999969,42.35092025,13.83149284,9.260531697,5.81,5.81,6.737524,5.76,5.76,6.678785,1.56,6.5174706,1.573006135,1.974673203,30.71078431,-36.74428105,5.684039216,7.115,1.628571429,14.2775,34.11333333,7.535,8.759215686,1.582857143,14.02,36.735,10.01,10.73666667,41.135,12.2825,13.03833333
EQT UN Equity,11965699203,32.59500122,16.85225636,12.33774379,7.655765515,4.98,4.98,2.937945,4.52,4.52,2.748089,0,9.558856165,5.836632187,0.237778478,26.12698214,26.12698214,5.524363636,4.393071429,0.607090909,9.404125,24.46,6.694,6.076616162,0.628222222,11.45846154,30.27,6.75525,6.4225,34.99666667,6.734,6.5475
FDX UN Equity,48793416953,193.3200073,363.2857143,37.41698842,21.68725869,12.84,12.84,18.357371,12.73,12.73,18.212081,4.95,34.18822572,8.158301158,18.4074986,95.54387185,70.2781339,14.72024242,14.71006316,4.757142857,29.26666667,110.0075,17.456,17.74416667,5.061142857,37.21616667,118.0581818,22.41666667,22.65125,133.7214286,26.49,26.495
M UN Equity,6390109239,23.56999969,91.56085834,10.37485531,7.36888968,4.92,4.92,4.881346,4.8,4.8,4.75992,0.63,8.068090445,5.627281631,1.20295203,12.82287823,8.169741697,3.666666667,3.614666667,0.6425,3.600833333,12.67,4.43,3.995277778,0.65,2.265,13.17,4.34125,4.385,13.82,4.3625,4.37
FMC UN Equity,16763545263,133.0599976,44.29724187,9.748101456,8.143742923,5.19,5.81,7.693383,5.17,5.79,7.675286,2.12,4.257705027,3.227722302,2.888082676,25.31001976,-6.816129153,7.976244344,7.991349206,2.15625,9.031666667,25.92666667,9.036393939,9.036393939,2.287916667,11.02,28.495,9.896666667,9.896666667,30.212,10.13125,10.13125
F UN Equity,54216361545,13.48499966,37.82289525,3.231258179,1.35950645,2.252805,2.252805,1.646767,2.198107,2.198107,1.624844,0.45,2.293878621,0.656322054,9.992055457,10.47756792,10.33455067,1.902,1.917666667,0.585,2.535,12.51,1.684,1.648095238,0.565,2.47,11.912,2.083333333,2.266666667,12.782,#N/A,2.396785714
LNTH UQ Equity,3959221733,57.50999832,11.73646811,3.23311282,2.526573214,1.56,1.56,1.394539,1.49,1.49,1.33076,0,2.774034421,2.520964595,3.738740572,9.27276955,3.680768504,0.905,4.117428571,#N/A,#N/A,#N/A,3.705,4.584,#N/A,#N/A,#N/A,1.81,4.68,#N/A,8.38,6.921875
NEE UN Equity,1.48E+11,74.41999817,10.58918646,4.482566953,2.062152602,2.1,2.1,2.661152,2.1,2.1,2.661152,1.7,4.174835776,-5.937342092,0.805671201,19.74120895,17.29853062,3.105,3.105,1.862666667,5.636666667,23.848,3.388125,3.388125,2.043846154,6.255,25.062,3.672307692,3.672307692,27.415,3.967142857,3.967142857
BEN UN Equity,15693723757,31.36499977,16.40761203,3.835481891,2.885614897,2.019418,2.019418,2.511862,2.01826,2.01826,2.47486,1.17,3.147103391,2.932269286,7.091832209,23.3202103,1.13699593,2.473076923,2.506309524,1.23,2.93,24.945,2.620833333,2.748333333,1.283666667,2.66,26.355,3.216,3.646,28.34,2.73,2.73
HASI UN Equity,3272630372,36.77999878,2.725652096,1.805458761,0.33541458,1.44,1.44,1.675205,1.39,1.39,1.60387,1.475,0.621736573,0.591768974,3.070823691,18.19216073,18.19216073,1.573333333,2.150972222,1.597,3.29,20.02,2.275,2.4225,1.7245,2.37,21.53333333,2.54,2.63,22.3925,2.86,2.95
FCX UN Equity,63726551502,44.58000183,15.69951757,6.241212957,4.849758787,2.39,2.39,2.395941,2.39,2.39,2.395865,0.6,3.541695382,1.150930393,5.699185701,10.88274412,#N/A,1.57,1.886,0.5,4.482,12.0775,2.1025,2.3765,0.584166667,5.142,13.49,2.495,2.627692308,15.385,2.584,2.31
ATCX UQ Equity,470955891.5,12.06000042,16.9804961,2.019781506,1.029874277,-0.33,-0.33,-0.12893,-0.33,-0.33,-0.131558,0,0.39378312,0.114827311,0.241931553,-2.673969547,-9.415056554,0.080833333,0.407733333,#N/A,1.45,#N/A,0.27,0.555333333,#N/A,1.54,#N/A,0.406666667,0.48875,#N/A,#N/A,#N/A
TGNA UN Equity,4443537122,19.89999962,14.06842113,4.46195643,3.910169657,2.42,2.42,2.438254,2.42,2.42,2.429081,0.38,3.406041146,3.141877808,1.687254531,12.89384,-11.19876383,2.675,2.73,0.3975,#N/A,12.93,3.5,3.5,0.44,#N/A,14.6,4.5,4.5,#N/A,#N/A,#N/A
GPS UN Equity,4961009470,13.59000015,43.11322034,1.364067797,-0.084067797,0.16,0.16,0.078562,0.16,0.16,0.076453,0.6,0.044721492,-2.088135593,1.860273973,7.043835616,6.328767123,0.057,0.055780519,0.596,2.775,5.99,0.64,0.952555556,0.6025,2.16625,6.26,0.77,0.8972,8.03,0.855,0.845
